#/**
#  *
#  * Include scripts message catalog (English)
#  *
#  * Codendi
#  * Copyright (c) Xerox Corporation, Codendi Team, 2001-2009. All rights reserved
#  * http://www.codendi.com
#  *
#  *
#  */
#
#-----------------------------------------------
# Script: SF/www/svn/admin/access_control.php
#
svn_admin_access_control	upd_success	Control de acceso actualizó exitosamente
svn_admin_access_control	upd_fail	Actualización de Control del acceso falló
svn_admin_access_control	access_ctrl	*Subversion Administración - Control de Acceso
svn_admin_access_control	def_policy	El *default la política es para dejar leído-escribir acceso a todos miembros de proyecto en el repositorio entero y leído-acceso único a todo otro $1 usuarios.  Puedes poner a punto o incluso redefinir los permisos de acceso abajo para convenir vuestras necesidades.
svn_admin_access_control	access_ctrl_file	Archivo de Control del acceso
svn_admin_access_control	not_created	Vuestro *subversion el repositorio no ha sido creado todavía. Permisos de acceso pueden no todavía ser definidos
svn_admin_access_control	no_ugroup	Grupo de usuario "$1" es vacío o no existe
svn_admin_access_control	invalid_line	Línea nula "$1"
svn_admin_access_control	button_new_version	Salva versión nueva
svn_admin_access_control	button_other_version	Uso esto versión seleccionada
svn_admin_access_control	other_versions	Salvó versiones:
svn_admin_access_control	last_version	Estás utilizando la última versión (# $1)
svn_admin_access_control	previous_version	Estás utilizando una versión anterior (# $1)
svn_admin_access_control	saved_on	Salvado encima
svn_admin_access_control	select_version	Seleccionar una versión
svn_admin_access_control	permissions_warning	Está recomendado a siempre definir permisos en un *Tuleap grupo de usuario. Aplica permisos a un grupo manualmente definido o a un usuario concreto podría causar asuntos de seguridad.
#
#-----------------------------------------------
# Script: SF/www/svn/admin/general_settings.php
#
svn_admin_general_settings	upd_success	Los encuadres generales actualizaron exitosamente
svn_admin_general_settings	upd_fail	Actualización de Encuadres generales falló
svn_admin_general_settings	gen_settings	*Subversion Administración - Encuadres Generales
svn_admin_general_settings	tracking	*Subversion Siguiendo
svn_admin_general_settings	tracking_comment	Cuándo *Subversion siguiendo es encima, el comete (cambio de archivo, adición y extracción) está registrado en el $1 base de datos de modo que  pueden ser explorados y buscó. Más comete no es *logged en la base de datos
svn_admin_general_settings	mandatory_ref	Referencia obligatoria en cometer mensaje
svn_admin_general_settings	mandatory_ref_comment	Cuándo Referencia Obligatoria en cometer el mensaje es encima, el mensaje comete tiene que contener al menos una referencia (a cualquier otro elemento), o el comete será rechazado.
